cell_type,alpha_hat,miRNA
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4740-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4741
t_lymphocyte_cd8,0.0678316725073737,hsa-miR-4742-3p
t_lymphocyte_cd8,0.0563707938017415,hsa-miR-4742-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4743-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4743-5p
t_lymphocyte_cd8,0.0552133199796634,hsa-miR-4744
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4745-3p
t_lymphocyte_cd8,0.0565763066340873,hsa-miR-4745-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4746-3p
t_lymphocyte_cd8,0.0720868198426099,hsa-miR-4746-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4747-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4747-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4748
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4749-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4749-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4750-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4750-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4751
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4752
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4753-3p
t_lymphocyte_cd8,0.0576543441718903,hsa-miR-4753-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4754
t_lymphocyte_cd8,0.0553397771462083,hsa-miR-4755-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4755-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4756-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4756-5p
t_lymphocyte_cd8,0.061615393738926,hsa-miR-4757-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4757-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4758-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4758-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4759
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4760-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4760-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4761-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4761-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4762-3p
t_lymphocyte_cd8,0.0763297100430379,hsa-miR-4762-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4763-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4763-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4764-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4764-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4765
t_lymphocyte_cd8,0.0576651177779994,hsa-miR-4766-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4766-5p
t_lymphocyte_cd8,0.095684683226418,hsa-miR-4767
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4768-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4768-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4769-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4769-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4770
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4771
t_lymphocyte_cd8,0.195249188883083,hsa-miR-4772-3p
t_lymphocyte_cd8,0.323794918936538,hsa-miR-4772-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4773
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4774-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4774-5p
t_lymphocyte_cd8,0.0755741641321658,hsa-miR-4775
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4776-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4776-5p
t_lymphocyte_cd8,0.0575681232556089,hsa-miR-4777-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4777-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4778-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4778-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4779
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4780
t_lymphocyte_cd8,0.122382962321669,hsa-miR-4781-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4781-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4782-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4782-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4783-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4783-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4784
t_lymphocyte_cd8,0.0552947483440989,hsa-miR-4785
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4786-3p
t_lymphocyte_cd8,0.0553462470675722,hsa-miR-4786-5p
t_lymphocyte_cd8,0.0683730352768772,hsa-miR-4787-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4787-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4788
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4789-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4789-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4790-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4790-5p
t_lymphocyte_cd8,0.0696860753944855,hsa-miR-4791
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4792
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4793-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4793-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4794
t_lymphocyte_cd8,0.0575586518627745,hsa-miR-4795-3p
t_lymphocyte_cd8,0.056392991912946,hsa-miR-4795-5p
t_lymphocyte_cd8,0.0577095389602256,hsa-miR-4796-3p
t_lymphocyte_cd8,0.0553161106586074,hsa-miR-4796-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4797-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4798-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4798-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4799-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4799-5p
t_lymphocyte_cd8,0.0578149864750653,hsa-miR-4800-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4800-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4801
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4802-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4802-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4803
t_lymphocyte_cd8,0.0552133199796634,hsa-miR-4804-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-4804-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-483-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-483-5p
t_lymphocyte_cd8,3.94707608308996,hsa-miR-484
t_lymphocyte_cd8,0.0576690552625667,hsa-miR-485-3p
t_lymphocyte_cd8,0.0552433449493006,hsa-miR-485-5p
t_lymphocyte_cd8,4.7034925742166,hsa-miR-486-3p/486-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-487a-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-487a-5p
t_lymphocyte_cd8,0.0678525879045519,hsa-miR-487b-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-487b-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-488-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-488-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-489-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-489-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-490-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-490-5p
t_lymphocyte_cd8,0.0563083143718909,hsa-miR-491-3p
t_lymphocyte_cd8,0.0563617104542884,hsa-miR-491-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-492
t_lymphocyte_cd8,0.0565901709598685,hsa-miR-493-3p
t_lymphocyte_cd8,0.0615106641865334,hsa-miR-493-5p
t_lymphocyte_cd8,0.0564779233474257,hsa-miR-494-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-494-5p
t_lymphocyte_cd8,0.0575805238268583,hsa-miR-495-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-495-5p
t_lymphocyte_cd8,0.0552433449493006,hsa-miR-496
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-497-3p
t_lymphocyte_cd8,0.123650570009094,hsa-miR-497-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-498
t_lymphocyte_cd8,0.055306193017969,hsa-miR-4999-3p
t_lymphocyte_cd8,0.0884406503400741,hsa-miR-4999-5p
t_lymphocyte_cd8,0.0552433449493006,hsa-miR-499a-3p
t_lymphocyte_cd8,0.161098874919463,hsa-miR-499a-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-499b-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-499b-5p
t_lymphocyte_cd8,0.128422650628653,hsa-miR-5000-3p
t_lymphocyte_cd8,0.0552133199796634,hsa-miR-5000-5p
t_lymphocyte_cd8,0.148030594258171,hsa-miR-5001-3p
t_lymphocyte_cd8,0.061582572332983,hsa-miR-5001-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5002-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5002-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5003-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5003-5p
t_lymphocyte_cd8,0.0553326918772349,hsa-miR-5004-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5004-5p
t_lymphocyte_cd8,0.0552812182536685,hsa-miR-5006-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5006-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5007-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5007-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5008-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5008-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5009-3p
t_lymphocyte_cd8,0.055264667730328,hsa-miR-5009-5p
t_lymphocyte_cd8,0.646047247877702,hsa-miR-500a-3p
t_lymphocyte_cd8,0.0875561415243058,hsa-miR-500a-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-500b-3p
t_lymphocyte_cd8,0.0612942211353991,hsa-miR-500b-5p
t_lymphocyte_cd8,0.383529021159567,hsa-miR-501-3p
t_lymphocyte_cd8,0.0993177890451758,hsa-miR-501-5p
t_lymphocyte_cd8,0.0565316402563317,hsa-miR-5010-3p
t_lymphocyte_cd8,0.0552433449493006,hsa-miR-5010-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5011-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5011-5p
t_lymphocyte_cd8,0.415495929908402,hsa-miR-502-3p
t_lymphocyte_cd8,0.0645257895307925,hsa-miR-502-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-503-3p
t_lymphocyte_cd8,0.0590504716344124,hsa-miR-503-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-504-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-504-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5047
t_lymphocyte_cd8,0.502584957222605,hsa-miR-505-3p
t_lymphocyte_cd8,0.118139174297727,hsa-miR-505-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-506-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-506-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-507
t_lymphocyte_cd8,0.064687913702741,hsa-miR-508-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-508-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5087
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5088-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5088-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5089-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5089-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-509-3-5p
t_lymphocyte_cd8,0.0736642131636955,hsa-miR-509-3p
t_lymphocyte_cd8,0.0588512123687804,hsa-miR-509-5p
t_lymphocyte_cd8,0.055264667730328,hsa-miR-5090
t_lymphocyte_cd8,0.0679053244536114,hsa-miR-5091
t_lymphocyte_cd8,0.0552133199796634,hsa-miR-5092
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5093
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5094
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5095
t_lymphocyte_cd8,0.0745848289909637,hsa-miR-5096
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-510-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-510-5p
t_lymphocyte_cd8,0.0555409353266425,hsa-miR-5100
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-511-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-511-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-512-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-512-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-513a-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-513a-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-513b-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-513b-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-513c-3p
t_lymphocyte_cd8,0.0563395368446353,hsa-miR-513c-5p
t_lymphocyte_cd8,0.0629490522644354,hsa-miR-514a-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-514a-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-514b-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-514b-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-515-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-515-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-516a-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-516a-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-516b-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-516b-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-517-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-517a-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-517b-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-517c-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5186
t_lymphocyte_cd8,0.0552133199796634,hsa-miR-5187-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5187-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5188
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5189-3p
t_lymphocyte_cd8,0.0552433449493006,hsa-miR-5189-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-518a-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-518a-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-518b
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-518c-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-518c-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-518d-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-518d-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-518e-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-518e-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-518f-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-518f-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5190
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5191
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5192
t_lymphocyte_cd8,0.08086292030664,hsa-miR-5193
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5194
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5195-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5195-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5196-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5196-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5197-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5197-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-519a-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-519a-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-519b-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-519b-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-519c-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-519c-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-519d-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-519d-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-519e-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-519e-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-520a-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-520a-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-520b
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-520c-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-520c-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-520d-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-520d-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-520e
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-520f-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-520f-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-520g-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-520g-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-520h
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-521
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-522-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-522-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-523-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-523-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-524-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-524-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-525-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-525-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-526a
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-526b-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-526b-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-527
t_lymphocyte_cd8,0.443077497752363,hsa-miR-532-3p
t_lymphocyte_cd8,1.74431554753552,hsa-miR-532-5p
t_lymphocyte_cd8,0.0564362228535793,hsa-miR-539-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-539-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-541-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-541-5p
t_lymphocyte_cd8,0.142365708898325,hsa-miR-542-3p
t_lymphocyte_cd8,0.0870792821106803,hsa-miR-542-5p
t_lymphocyte_cd8,0.0588821299541655,hsa-miR-543
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-544a
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-544b
t_lymphocyte_cd8,0.067532032531857,hsa-miR-545-3p
t_lymphocyte_cd8,0.0982331929203837,hsa-miR-545-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-548-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-548a
t_lymphocyte_cd8,0.0553764161855352,hsa-miR-548a-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-548a-5p
t_lymphocyte_cd8,0.0599840813318734,hsa-miR-548ab
t_lymphocyte_cd8,0.0587250880733584,hsa-miR-548ac
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-548ad-3p
t_lymphocyte_cd8,0.132435309579565,hsa-miR-548ad-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-548ae-3p
t_lymphocyte_cd8,0.0871822359407837,hsa-miR-548ae-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-548ag
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-548ah-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-548ah-5p
t_lymphocyte_cd8,0.0602028479329704,hsa-miR-548ai
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-548aj-3p
t_lymphocyte_cd8,0.0552433449493006,hsa-miR-548aj-5p
t_lymphocyte_cd8,0.240497843909217,hsa-miR-548ak/548w
t_lymphocyte_cd8,0.0678013773733483,hsa-miR-548al
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-548am-3p
t_lymphocyte_cd8,0.0564324511314098,hsa-miR-548an
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-548ao-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-548ao-5p
t_lymphocyte_cd8,0.372639676370988,hsa-miR-548ap-3p/548t-3p/548aa
t_lymphocyte_cd8,0.132154336770151,hsa-miR-548ap-5p/548j-5p
t_lymphocyte_cd8,0.0747334654341019,hsa-miR-548aq-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-548aq-5p
t_lymphocyte_cd8,0.0712161537361097,hsa-miR-548ar-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-548ar-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-548as-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-548as-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-548at-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-548at-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-548au-3p
t_lymphocyte_cd8,0.314731905227403,hsa-miR-548au-5p/548c-5p/548o-5p/548am-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-548av-3p
t_lymphocyte_cd8,0.577498126826566,hsa-miR-548av-5p/548k
t_lymphocyte_cd8,0.0627698071765912,hsa-miR-548aw
t_lymphocyte_cd8,0.0712001433915741,hsa-miR-548ay-3p
t_lymphocyte_cd8,0.0707434326092551,hsa-miR-548ay-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-548az-3p
t_lymphocyte_cd8,0.0552947483440989,hsa-miR-548az-5p
t_lymphocyte_cd8,0.0754919522152297,hsa-miR-548b-3p
t_lymphocyte_cd8,0.0938354923282225,hsa-miR-548b-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-548ba
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-548bb-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-548bb-5p
t_lymphocyte_cd8,0.0589264190664772,hsa-miR-548c-3p
t_lymphocyte_cd8,0.0576703263091907,hsa-miR-548d-3p
t_lymphocyte_cd8,0.086249733013932,hsa-miR-548d-5p
t_lymphocyte_cd8,0.353447654668214,hsa-miR-548e-3p
t_lymphocyte_cd8,0.199255279012792,hsa-miR-548e-5p
t_lymphocyte_cd8,0.0552947483440989,hsa-miR-548f-3p
t_lymphocyte_cd8,0.347572604240874,hsa-miR-548f-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-548g-3p
t_lymphocyte_cd8,0.0604791012572165,hsa-miR-548g-5p
t_lymphocyte_cd8,0.120663912189884,hsa-miR-548h-3p
t_lymphocyte_cd8,0.0577288139711569,hsa-miR-548h-5p
t_lymphocyte_cd8,0.0676720978264184,hsa-miR-548i
t_lymphocyte_cd8,0.0685672164517919,hsa-miR-548j-3p
t_lymphocyte_cd8,0.0604385306246851,hsa-miR-548l
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-548m
t_lymphocyte_cd8,0.0866368910964948,hsa-miR-548n
t_lymphocyte_cd8,0.373556579929639,hsa-miR-548o-3p
t_lymphocyte_cd8,0.0575208878411267,hsa-miR-548p
t_lymphocyte_cd8,0.114629542445515,hsa-miR-548q
t_lymphocyte_cd8,0.0912828841529715,hsa-miR-548s
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-548t-5p
t_lymphocyte_cd8,0.0577335730501476,hsa-miR-548u
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-548v
t_lymphocyte_cd8,0.0552947483440989,hsa-miR-548x-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-548y
t_lymphocyte_cd8,0.0724497714845702,hsa-miR-548z
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-549a
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-550a-3-5p
t_lymphocyte_cd8,0.181660235029107,hsa-miR-550a-3p
t_lymphocyte_cd8,0.0678144303464977,hsa-miR-550a-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-550b-2-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-550b-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-551a
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-551b-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-551b-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-552-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-552-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-553
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-554
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-555
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-556-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-556-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-557
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5571-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5571-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5572
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5579-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5579-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-558
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5580-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5580-5p
t_lymphocyte_cd8,0.0575355312163064,hsa-miR-5581-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5581-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5582-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5582-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5583-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5583-5p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5584-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5584-5p
t_lymphocyte_cd8,0.0721837597523104,hsa-miR-5585-3p
t_lymphocyte_cd8,0.0541599220310015,hsa-miR-5585-5p
